"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID","geneSymbol","category","subcategory","RichFactor","FoldEnrichment","zScore","MHCII_only"
"mmu04672","Intestinal immune network for IgA production","4/39","19/1431",0.0013619411304164,0.162072656836049,0.141236741505099,4,"14969/14960/14961/20315","H2-Eb1/H2-Aa/H2-Ab1/Cxcl12","Organismal Systems","Immune system",0.210526315789474,7.7246963562753,4.93756511400349,FALSE
"mmu05310","Asthma","3/39","11/1431",0.00265692880059097,0.162072656836049,0.141236741505099,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.272727272727273,10.006993006993,5.01779252908916,TRUE
"mmu04612","Antigen processing and presentation","4/39","29/1431",0.00685348548127451,0.212998849987115,0.185615908962024,4,"14969/14960/14961/16149","H2-Eb1/H2-Aa/H2-Ab1/Cd74","Organismal Systems","Immune system",0.137931034482759,5.06100795755968,3.69691561211638,TRUE
"mmu05416","Viral myocarditis","4/39","30/1431",0.00775394519179911,0.212998849987115,0.185615908962024,4,"14969/14960/14961/11461","H2-Eb1/H2-Aa/H2-Ab1/Actb","Human Diseases","Cardiovascular disease",0.133333333333333,4.89230769230769,3.60520055173609,FALSE
"mmu05145","Toxoplasmosis","4/39","31/1431",0.00872946106504568,0.212998849987115,0.185615908962024,4,"14969/14960/14961/16145","H2-Eb1/H2-Aa/H2-Ab1/Igtp","Human Diseases","Infectious disease: parasitic",0.129032258064516,4.73449131513648,3.51745854269173,FALSE
"mmu05320","Autoimmune thyroid disease","3/39","18/1431",0.0115094119530025,0.23402470971105,0.203938703026886,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.166666666666667,6.11538461538461,3.65446804925693,TRUE
"mmu05330","Allograft rejection","3/39","20/1431",0.0154843382684945,0.240575776016644,0.20964757012667,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.15,5.50384615384615,3.39403051513421,TRUE
"mmu04145","Phagocytosis","6/39","81/1431",0.0198024207601503,0.240575776016644,0.20964757012667,6,"14969/14960/67951/16819/14961/11461","H2-Eb1/H2-Aa/Tubb6/Lcn2/H2-Ab1/Actb","Cellular Processes","Transport and catabolism",0.0740740740740741,2.71794871794872,2.66358478521822,FALSE
"mmu05168","Herpes simplex virus 1 infection","4/39","40/1431",0.0212531712545311,0.240575776016644,0.20964757012667,4,"14969/14960/14961/16149","H2-Eb1/H2-Aa/H2-Ab1/Cd74","Human Diseases","Infectious disease: viral",0.1,3.66923076923077,2.86505694147946,TRUE
"mmu05150","Staphylococcus aureus infection","4/39","41/1431",0.0230945868839055,0.240575776016644,0.20964757012667,4,"14969/14960/14961/12628","H2-Eb1/H2-Aa/H2-Ab1/Cfh","Human Diseases","Infectious disease: bacterial",0.0975609756097561,3.5797373358349,2.80440493047201,FALSE
"mmu05323","Rheumatoid arthritis","4/39","41/1431",0.0230945868839055,0.240575776016644,0.20964757012667,4,"14969/14960/14961/20315","H2-Eb1/H2-Aa/H2-Ab1/Cxcl12","Human Diseases","Immune disease",0.0975609756097561,3.5797373358349,2.80440493047201,FALSE
"mmu05332","Graft-versus-host disease","3/39","24/1431",0.0254997292298827,0.240575776016644,0.20964757012667,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.125,4.58653846153846,2.96493221765525,TRUE
"mmu05321","Inflammatory bowel disease","3/39","25/1431",0.0284384487265816,0.240575776016644,0.20964757012667,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.12,4.40307692307692,2.872300108259,TRUE
"mmu05164","Influenza A","4/39","44/1431",0.0291951024779356,0.240575776016644,0.20964757012667,4,"14969/14960/14961/11461","H2-Eb1/H2-Aa/H2-Ab1/Actb","Human Diseases","Infectious disease: viral",0.0909090909090909,3.33566433566434,2.63317208072745,FALSE
"mmu04940","Type I diabetes mellitus","3/39","26/1431",0.0315509214448058,0.240575776016644,0.20964757012667,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Endocrine and metabolic disease",0.115384615384615,4.23372781065089,2.78440675148927,TRUE
"mmu05322","Systemic lupus erythematosus","3/39","26/1431",0.0315509214448058,0.240575776016644,0.20964757012667,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Immune disease",0.115384615384615,4.23372781065089,2.78440675148927,TRUE
"mmu04640","Hematopoietic cell lineage","4/39","47/1431",0.0361786455455739,0.259546016266507,0.226179013312487,4,"12484/14969/14960/14961","Cd24a/H2-Eb1/H2-Aa/H2-Ab1","Organismal Systems","Immune system",0.0851063829787234,3.1227495908347,2.47605538213672,FALSE
"mmu04066","HIF-1 signaling pathway","3/39","28/1431",0.038293674531124,0.259546016266507,0.226179013312487,3,"12575/11601/21857","Cdkn1a/Angpt2/Timp1","Environmental Information Processing","Signal transduction",0.107142857142857,3.93131868131868,2.6211623461107,FALSE
"mmu05169","Epstein-Barr virus infection","4/39","49/1431",0.0413329926347304,0.265401321128269,0.231281565435333,4,"12575/14969/14960/14961","Cdkn1a/H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Infectious disease: viral",0.0816326530612245,2.99529042386185,2.37810398861053,FALSE
"mmu05166","Human T-cell leukemia virus 1 infection","4/39","50/1431",0.044060761186355,0.268770643236766,0.23421773051694,4,"12575/14969/14960/14961","Cdkn1a/H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Infectious disease: viral",0.08,2.93538461538462,2.33096714378686,FALSE
"mmu04658","Th1 and Th2 cell differentiation","3/39","31/1431",0.0496808044940426,0.288621816584438,0.251516854831995,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Organismal Systems","Immune system",0.0967741935483871,3.55086848635236,2.40262284510771,TRUE
"mmu04659","Th17 cell differentiation","3/39","32/1431",0.0538082157578715,0.298391014657288,0.260030133566748,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Organismal Systems","Immune system",0.09375,3.43990384615385,2.33571337767847,TRUE
"mmu04216","Ferroptosis","2/39","15/1431",0.0607825971159218,0.317886446597021,0.277019250270053,2,"14319/26570","Fth1/Slc7a11","Cellular Processes","Cell growth and death",0.133333333333333,4.89230769230769,2.53572336266128,FALSE
"mmu05152","Tuberculosis","4/39","56/1431",0.0625350386748238,0.317886446597021,0.277019250270053,4,"14969/14960/14961/16149","H2-Eb1/H2-Aa/H2-Ab1/Cd74","Human Diseases","Infectious disease: bacterial",0.0714285714285714,2.62087912087912,2.07049409871361,TRUE
"mmu05140","Leishmaniasis","3/39","35/1431",0.0671505869236659,0.327694864187489,0.285566706496432,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Human Diseases","Infectious disease: parasitic",0.0857142857142857,3.14505494505494,2.14986128357422,TRUE
"mmu04662","B cell receptor signaling pathway","2/39","19/1431",0.0924945777915646,0.434013018868111,0.37821669461328,2,"12517/68713","Cd72/Ifitm1","Organismal Systems","Immune system",0.105263157894737,3.86234817813765,2.10166076797139,FALSE
"mmu04061","Viral protein interaction with cytokine and cytokine receptor","3/39","42/1431",0.10347854671648,0.462010335973483,0.402614701754286,3,"12772/24047/20315","Ccr2/Ccl19/Cxcl12","Environmental Information Processing","Signaling molecules and interaction",0.0714285714285714,2.62087912087912,1.78404109868537,FALSE
"mmu03320","PPAR signaling pathway","2/39","21/1431",0.109822129042877,0.462010335973483,0.402614701754286,2,"16956/15360","Lpl/Hmgcs2","Organismal Systems","Endocrine system",0.0952380952380952,3.49450549450549,1.92692699304257,FALSE
"mmu04921","Oxytocin signaling pathway","2/39","21/1431",0.109822129042877,0.462010335973483,0.402614701754286,2,"12575/11461","Cdkn1a/Actb","Organismal Systems","Endocrine system",0.0952380952380952,3.49450549450549,1.92692699304257,FALSE
"mmu04148","Efferocytosis","3/39","45/1431",0.121038634485452,0.49222378024084,0.428943932737919,3,"12484/100038947/12642","Cd24a/Sirpb1c/Ch25h","Cellular Processes","Transport and catabolism",0.0666666666666667,2.44615384615385,1.64937665490745,FALSE
"mmu04115","p53 signaling pathway","2/39","23/1431",0.127937931145217,0.503497664506984,0.438768456559149,2,"12575/16009","Cdkn1a/Igfbp3","Cellular Processes","Cell growth and death",0.0869565217391304,3.19063545150502,1.77220275305051,FALSE
"mmu05215","Prostate cancer","2/39","25/1431",0.146712412019104,0.559341070822834,0.487432684668734,2,"12575/18791","Cdkn1a/Plat","Human Diseases","Cancer: specific types",0.08,2.93538461538462,1.63352329845833,FALSE
"mmu04371","Apelin signaling pathway","2/39","26/1431",0.156309202900295,0.571115174972876,0.497693120554448,2,"20750/18791","Spp1/Plat","Environmental Information Processing","Signal transduction",0.0769230769230769,2.82248520710059,1.5692539422849,FALSE
"mmu04062","Chemokine signaling pathway","3/39","51/1431",0.159163245484244,0.571115174972876,0.497693120554448,3,"12772/24047/20315","Ccr2/Ccl19/Cxcl12","Organismal Systems","Immune system",0.0588235294117647,2.15837104072398,1.40952875821043,FALSE
"mmu05202","Transcriptional misregulation in cancer","3/39","53/1431",0.172638485629736,0.601768435623652,0.524405625521906,3,"12575/18791/16009","Cdkn1a/Plat/Igfbp3","Human Diseases","Cancer: overview",0.0566037735849057,2.07692307692308,1.33683779065173,FALSE
"mmu04064","NF-kappa B signaling pathway","2/39","29/1431",0.185773507966275,0.62956577699682,0.548629365631397,2,"24047/20315","Ccl19/Cxcl12","Environmental Information Processing","Signal transduction",0.0689655172413793,2.53050397877984,1.39328563565718,FALSE
"mmu04022","cGMP-PKG signaling pathway","2/39","30/1431",0.195777489159653,0.645536585877775,0.562546981653626,2,"13618/16523","Ednrb/Kcnj8","Environmental Information Processing","Signal transduction",0.0666666666666667,2.44615384615385,1.33948162791776,FALSE
"mmu04510","Focal adhesion","3/39","58/1431",0.207685551483061,0.652048464139386,0.568221698689198,3,"20750/13730/11461","Spp1/Emp1/Actb","Cellular Processes","Cellular community - eukaryotes",0.0517241379310345,1.89787798408488,1.16809120933141,FALSE
"mmu05225","Hepatocellular carcinoma","2/39","32/1431",0.215989449706667,0.652048464139386,0.568221698689198,2,"12575/11461","Cdkn1a/Actb","Human Diseases","Cancer: specific types",0.0625,2.29326923076923,1.23804314994189,FALSE
"mmu04218","Cellular senescence","2/39","33/1431",0.226176027245382,0.652048464139386,0.568221698689198,2,"12575/16009","Cdkn1a/Igfbp3","Cellular Processes","Cell growth and death",0.0606060606060606,2.22377622377622,1.19010724777669,FALSE
"mmu04060","Cytokine-cytokine receptor interaction","4/39","90/1431",0.226631797955375,0.652048464139386,0.568221698689198,4,"16181/12772/24047/20315","Il1rn/Ccr2/Ccl19/Cxcl12","Environmental Information Processing","Signaling molecules and interaction",0.0444444444444444,1.63076923076923,1.03432749741301,FALSE
"mmu05167","Kaposi sarcoma-associated herpesvirus infection","2/39","34/1431",0.236402908437181,0.652048464139386,0.568221698689198,2,"12575/11601","Cdkn1a/Angpt2","Human Diseases","Infectious disease: viral",0.0588235294117647,2.15837104072398,1.14385151492323,FALSE
"mmu00910","Nitrogen metabolism","1/39","10/1431",0.242100437885924,0.652048464139386,0.568221698689198,1,"12351","Car4","Metabolism","Energy metabolism",0.1,3.66923076923077,1.41732611114941,FALSE
"mmu04929","GnRH secretion","1/39","10/1431",0.242100437885924,0.652048464139386,0.568221698689198,1,"20750","Spp1","Organismal Systems","Endocrine system",0.1,3.66923076923077,1.41732611114941,FALSE
"mmu04610","Complement and coagulation cascades","2/39","36/1431",0.256940169035462,0.652048464139386,0.568221698689198,2,"18791/12628","Plat/Cfh","Organismal Systems","Immune system",0.0555555555555556,2.03846153846154,1.05593033696806,FALSE
"mmu00561","Glycerolipid metabolism","1/39","11/1431",0.262901340716641,0.652048464139386,0.568221698689198,1,"16956","Lpl","Metabolism","Lipid metabolism",0.0909090909090909,3.33566433566434,1.30119775210852,FALSE
"mmu04935","Growth hormone synthesis, secretion and action","1/39","11/1431",0.262901340716641,0.652048464139386,0.568221698689198,1,"16009","Igfbp3","Organismal Systems","Endocrine system",0.0909090909090909,3.33566433566434,1.30119775210852,FALSE
"mmu04630","JAK-STAT signaling pathway","2/39","37/1431",0.267232977106306,0.652048464139386,0.568221698689198,2,"12575/14580","Cdkn1a/Gfap","Environmental Information Processing","Signal transduction",0.0540540540540541,1.98336798336798,1.01406605220864,FALSE
"mmu04670","Leukocyte transendothelial migration","2/39","37/1431",0.267232977106306,0.652048464139386,0.568221698689198,2,"11461/20315","Actb/Cxcl12","Organismal Systems","Immune system",0.0540540540540541,1.98336798336798,1.01406605220864,FALSE
"mmu04814","Motor proteins","2/39","37/1431",0.267232977106306,0.652048464139386,0.568221698689198,2,"67951/11461","Tubb6/Actb","Cellular Processes","Cell motility",0.0540540540540541,1.98336798336798,1.01406605220864,FALSE
"mmu04520","Adherens junction","1/39","13/1431",0.302847729064785,0.701547655682064,0.611357318584025,1,"11461","Actb","Cellular Processes","Cellular community - eukaryotes",0.0769230769230769,2.82248520710059,1.10453193553489,FALSE
"mmu04514","Cell adhesion molecule (CAM) interaction","3/39","72/1431",0.312426555117805,0.701547655682064,0.611357318584025,3,"14969/14960/14961","H2-Eb1/H2-Aa/H2-Ab1","Environmental Information Processing","Signaling molecules and interaction",0.0416666666666667,1.52884615384615,0.770489233871119,TRUE
"mmu05163","Human cytomegalovirus infection","2/39","42/1431",0.318625283289157,0.701547655682064,0.611357318584025,2,"12575/20315","Cdkn1a/Cxcl12","Human Diseases","Infectious disease: viral",0.0476190476190476,1.74725274725275,0.82247318447868,FALSE
"mmu01522","Endocrine resistance","1/39","14/1431",0.322021874739308,0.701547655682064,0.611357318584025,1,"12575","Cdkn1a","Human Diseases","Drug resistance: antineoplastic",0.0714285714285714,2.62087912087912,1.01978923997463,FALSE
"mmu05212","Pancreatic cancer","1/39","14/1431",0.322021874739308,0.701547655682064,0.611357318584025,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0714285714285714,2.62087912087912,1.01978923997463,FALSE
"mmu05218","Melanoma","1/39","14/1431",0.322021874739308,0.701547655682064,0.611357318584025,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0714285714285714,2.62087912087912,1.01978923997463,FALSE
"mmu05214","Glioma","1/39","15/1431",0.340681823140978,0.705144446867284,0.614491709521965,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0666666666666667,2.44615384615385,0.942126466759527,FALSE
"mmu05132","Salmonella infection","2/39","45/1431",0.34915920143108,0.705144446867284,0.614491709521965,2,"67951/11461","Tubb6/Actb","Human Diseases","Infectious disease: bacterial",0.0444444444444444,1.63076923076923,0.719408966502186,FALSE
"mmu04978","Mineral absorption","1/39","16/1431",0.358841010215485,0.705144446867284,0.614491709521965,1,"14319","Fth1","Organismal Systems","Digestive system",0.0625,2.29326923076923,0.870465215515219,FALSE
"mmu05217","Basal cell carcinoma","1/39","16/1431",0.358841010215485,0.705144446867284,0.614491709521965,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0625,2.29326923076923,0.870465215515219,FALSE
"mmu05220","Chronic myeloid leukemia","1/39","16/1431",0.358841010215485,0.705144446867284,0.614491709521965,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0625,2.29326923076923,0.870465215515219,FALSE
"mmu04916","Melanogenesis","1/39","17/1431",0.376512530075271,0.705144446867284,0.614491709521965,1,"13618","Ednrb","Organismal Systems","Endocrine system",0.0588235294117647,2.15837104072398,0.803948357369424,FALSE
"mmu04971","Gastric acid secretion","1/39","17/1431",0.376512530075271,0.705144446867284,0.614491709521965,1,"11461","Actb","Organismal Systems","Digestive system",0.0588235294117647,2.15837104072398,0.803948357369424,FALSE
"mmu04810","Regulation of actin cytoskeleton","2/39","48/1431",0.379277470563555,0.705144446867284,0.614491709521965,2,"11461/20315","Actb/Cxcl12","Cellular Processes","Cell motility",0.0416666666666667,1.52884615384615,0.623619351703172,FALSE
"mmu01524","Platinum drug resistance","1/39","18/1431",0.393709143460748,0.705144446867284,0.614491709521965,1,"12575","Cdkn1a","Human Diseases","Drug resistance: antineoplastic",0.0555555555555556,2.03846153846154,0.741884491202535,FALSE
"mmu05210","Colorectal cancer","1/39","18/1431",0.393709143460748,0.705144446867284,0.614491709521965,1,"12575","Cdkn1a","Human Diseases","Cancer: specific types",0.0555555555555556,2.03846153846154,0.741884491202535,FALSE
"mmu04015","Rap1 signaling pathway","2/39","50/1431",0.399062219925663,0.705144446867284,0.614491709521965,2,"11461/11601","Actb/Angpt2","Environmental Information Processing","Signal transduction",0.04,1.46769230769231,0.563286177830847,FALSE
"mmu05418","Fluid shear stress and atherosclerosis","2/39","50/1431",0.399062219925663,0.705144446867284,0.614491709521965,2,"18791/11461","Plat/Actb","Human Diseases","Cardiovascular disease",0.04,1.46769230769231,0.563286177830847,FALSE
"mmu04540","Gap junction","1/39","19/1431",0.410443285997924,0.705144446867284,0.614491709521965,1,"67951","Tubb6","Cellular Processes","Cellular community - eukaryotes",0.0526315789473684,1.93117408906883,0.68370859495533,FALSE
"mmu05412","Arrhythmogenic right ventricular cardiomyopathy","1/39","19/1431",0.410443285997924,0.705144446867284,0.614491709521965,1,"11461","Actb","Human Diseases","Cardiovascular disease",0.0526315789473684,1.93117408906883,0.68370859495533,FALSE
